"New York City, USA",Dry Season,October,"Percentage Off (e.g., 20% off)",Percentage Discount,Standard Shipping,New Year's Day (Global),LightSkyBlue,Differentiation
"Los Angeles, USA",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Dollar Amount Discount,Expedited Shipping,Christmas (Global),LightSlateGray,Differentiation
"Chicago, USA",Dry Season,October,Buy One Get One Free (BOGO),Buy One Get One (BOGO),Overnight Shipping,Easter (Global),LightSteelBlue,Differentiation
"Houston, USA",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Bulk Purchase Discounts,Same-Day Delivery,Ramadan and Eid al-Fitr (Islamic World),LightYellow,Differentiation
"Phoenix, USA",Dry Season,October,Flash Sales,Limited-Time Offers,Two-Day Shipping,Diwali (India and Hindu Communities Worldwide),Lime,Differentiation
"Philadelphia, USA",Dry Season,October,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Percentage Discount,In-Store Pickup,Chinese New Year (China and Chinese Communities Worldwide),LimeGreen,Differentiation
"San Antonio, USA",Dry Season,October,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),Linen,Differentiation
"San Diego, USA",Dry Season,October,Digital Coupons,Buy One Get One (BOGO),Flat-Rate Shipping,Holi (India and Nepal),Magenta,Differentiation
"Dallas, USA",Dry Season,October,Paper Coupons,Bulk Purchase Discounts,Standard Shipping,Thanksgiving (USA and Canada),Maroon,Differentiation
"San Jose, USA",Dry Season,October,Mobile Coupons,Limited-Time Offers,Expedited Shipping,"Halloween (Global, especially USA and UK)",MediumAquaMarine,Differentiation
"Austin, USA",Dry Season,October,Discount Codes,Percentage Discount,Overnight Shipping,Oktoberfest (Germany and Worldwide),MediumBlue,Differentiation
"Jacksonville, USA",Dry Season,October,Gift Vouchers,Dollar Amount Discount,Same-Day Delivery,"Carnival (Brazil, Trinidad and Tobago, Venice, New Orleans)",MediumOrchid,Differentiation
"Fort Worth, USA",Dry Season,October,Cashback Offers,Buy One Get One (BOGO),Two-Day Shipping,St. Patrick's Day (Ireland and Irish Communities Worldwide),MediumPurple,Differentiation
"Columbus, USA",Dry Season,October,Points Programs (earn points for purchases),Bulk Purchase Discounts,In-Store Pickup,"Mardi Gras (New Orleans, USA, and Other Places)",MediumSeaGreen,Differentiation
"Charlotte, USA",Dry Season,October,Membership Discounts,Limited-Time Offers,Freight Shipping,Songkran (Thailand),MediumSlateBlue,Differentiation
"San Francisco, USA",Dry Season,October,Exclusive Member Sales,Percentage Discount,Flat-Rate Shipping,Día de los Muertos (Mexico),MediumSpringGreen,Differentiation
"Indianapolis, USA",Dry Season,October,"Rewards Programs (e.g., frequent flyer miles)",Dollar Amount Discount,Standard Shipping,Rosh Hashanah (Jewish Communities Worldwide),MediumTurquoise,Differentiation
"Seattle, USA",Dry Season,October,VIP Programs,Buy One Get One (BOGO),Expedited Shipping,Yom Kippur (Jewish Communities Worldwide),MediumVioletRed,Differentiation
"Denver, USA",Dry Season,October,"Product Bundles (e.g., buy a laptop, get a mouse free)",Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),MidnightBlue,Differentiation
"Washington, D.C., USA",Dry Season,October,"Service Packages (e.g., phone plans with free data)",Limited-Time Offers,Same-Day Delivery,"Boxing Day (UK, Canada, Australia)",MintCream,Differentiation
"Boston, USA",Dry Season,October,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Percentage Discount,Two-Day Shipping,Cinco de Mayo (Mexico and Mexican Communities Worldwide),MistyRose,Differentiation
"El Paso, USA",Dry Season,October,Refer a Friend Discounts,Dollar Amount Discount,In-Store Pickup,"Independence Day (USA, July 4)",Moccasin,Differentiation
"Nashville, USA",Dry Season,October,Referral Rewards,Buy One Get One (BOGO),Freight Shipping,Bonfire Night (UK),NavajoWhite,Differentiation
"Detroit, USA",Dry Season,October,Affiliate Programs,Bulk Purchase Discounts,Flat-Rate Shipping,Kwanzaa (USA),Navy,Differentiation
"Oklahoma City, USA",Dry Season,October,"Percentage Off (e.g., 20% off)",Limited-Time Offers,Standard Shipping,Vesak (Buddhist Communities),OldLace,Differentiation
"Portland, USA",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Percentage Discount,Expedited Shipping,Lantern Festival (China),Olive,Differentiation
"Las Vegas, USA",Dry Season,October,Buy One Get One Free (BOGO),Dollar Amount Discount,Overnight Shipping,Midsummer (Sweden and Nordic Countries),OliveDrab,Differentiation
"Memphis, USA",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Buy One Get One (BOGO),Same-Day Delivery,"Pongal (Tamil Nadu, India)",Orange,Differentiation
"Louisville, USA",Dry Season,October,Flash Sales,Bulk Purchase Discounts,Two-Day Shipping,"Hari Raya Puasa (Eid al-Fitr) (Malaysia, Indonesia)",OrangeRed,Differentiation
"Baltimore, USA",Dry Season,October,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Limited-Time Offers,In-Store Pickup,Navratri (India),Orchid,Differentiation
"Milwaukee, USA",Dry Season,October,Clearance Sales,Percentage Discount,Freight Shipping,Passover (Jewish Communities Worldwide),PaleGoldenRod,Differentiation
"Albuquerque, USA",Dry Season,October,Digital Coupons,Dollar Amount Discount,Flat-Rate Shipping,Purim (Jewish Communities Worldwide),PaleGreen,Differentiation
"Tucson, USA",Dry Season,October,Paper Coupons,Buy One Get One (BOGO),Standard Shipping,T?t (Vietnam),PaleTurquoise,Differentiation
"Fresno, USA",Dry Season,October,Mobile Coupons,Bulk Purchase Discounts,Expedited Shipping,"Nowruz (Persian New Year, Iran)",PaleVioletRed,Differentiation
"Sacramento, USA",Dry Season,October,Discount Codes,Limited-Time Offers,Overnight Shipping,Carnival of Venice (Italy),PapayaWhip,Differentiation
"Kansas City, USA",Dry Season,October,Gift Vouchers,Percentage Discount,Same-Day Delivery,"San Fermín (Running of the Bulls, Spain)",PeachPuff,Differentiation
"Mesa, USA",Dry Season,October,Cashback Offers,Dollar Amount Discount,Two-Day Shipping,Glastonbury Festival (UK),Peru,Differentiation
"Atlanta, USA",Dry Season,October,Points Programs (earn points for purchases),Buy One Get One (BOGO),In-Store Pickup,Notting Hill Carnival (UK),Pink,Differentiation
"Omaha, USA",Dry Season,October,Membership Discounts,Bulk Purchase Discounts,Freight Shipping,Rio Carnival (Brazil),Plum,Differentiation
"Colorado Springs, USA",Dry Season,October,Exclusive Member Sales,Limited-Time Offers,Flat-Rate Shipping,Burning Man (USA),PowderBlue,Differentiation
"Raleigh, USA",Dry Season,October,"Rewards Programs (e.g., frequent flyer miles)",Percentage Discount,Standard Shipping,Coachella (USA),Purple,Differentiation
"Miami, USA",Dry Season,October,VIP Programs,Dollar Amount Discount,Expedited Shipping,Day of Ashura (Islamic World),RebeccaPurple,Differentiation
"Long Beach, USA",Dry Season,October,"Product Bundles (e.g., buy a laptop, get a mouse free)",Buy One Get One (BOGO),Overnight Shipping,Janmashtami (India),Red,Differentiation
"Virginia Beach, USA",Dry Season,October,"Service Packages (e.g., phone plans with free data)",Bulk Purchase Discounts,Same-Day Delivery,Ganesh Chaturthi (India),RosyBrown,Differentiation
"Oakland, USA",Dry Season,October,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Limited-Time Offers,Two-Day Shipping,Durga Puja (India),RoyalBlue,Differentiation
"Minneapolis, USA",Dry Season,October,Refer a Friend Discounts,Percentage Discount,In-Store Pickup,Dussehra (India),SaddleBrown,Differentiation
"Tulsa, USA",Dry Season,October,Referral Rewards,Dollar Amount Discount,Freight Shipping,"Onam (Kerala, India)",Salmon,Differentiation
"Tampa, USA",Dry Season,October,Affiliate Programs,Buy One Get One (BOGO),Flat-Rate Shipping,Thanksgiving (Canada),SandyBrown,Differentiation
"Arlington, USA",Dry Season,October,"Percentage Off (e.g., 20% off)",Bulk Purchase Discounts,Standard Shipping,Canada Day (Canada),SeaGreen,Differentiation
"New Orleans, USA",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Limited-Time Offers,Expedited Shipping,Australia Day (Australia),SeaShell,Differentiation
"Tokyo, Japan",Dry Season,October,Buy One Get One Free (BOGO),Percentage Discount,Overnight Shipping,Hajj (Saudi Arabia),Sienna,Differentiation
"Delhi, India",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Dollar Amount Discount,Same-Day Delivery,Christmas Markets (Germany and Europe),Silver,Differentiation
"Shanghai, China",Dry Season,October,Flash Sales,Buy One Get One (BOGO),Two-Day Shipping,Hogmanay (Scotland),SkyBlue,Differentiation
"São Paulo, Brazil",Dry Season,October,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Bulk Purchase Discounts,In-Store Pickup,Hanami (Japan),SlateBlue,Differentiation
"Mumbai, India",Dry Season,October,Clearance Sales,Limited-Time Offers,Freight Shipping,Edinburgh Festival Fringe (Scotland),SlateGray,Differentiation
"Beijing, China",Dry Season,October,Digital Coupons,Percentage Discount,Flat-Rate Shipping,La Tomatina (Spain),Snow,Differentiation
"Cairo, Egypt",Dry Season,October,Paper Coupons,Dollar Amount Discount,Standard Shipping,Oktoberfest (Germany),SpringGreen,Differentiation
"Dhaka, Bangladesh",Dry Season,October,Mobile Coupons,Buy One Get One (BOGO),Expedited Shipping,"Independence Day (India, August 15)",SteelBlue,Differentiation
"Mexico City, Mexico",Dry Season,October,Discount Codes,Bulk Purchase Discounts,Overnight Shipping,Bastille Day (France),Tan,Differentiation
"Osaka, Japan",Dry Season,October,Gift Vouchers,Limited-Time Offers,Same-Day Delivery,Guy Fawkes Night (UK),Teal,Differentiation
"Karachi, Pakistan",Dry Season,October,Cashback Offers,Percentage Discount,Two-Day Shipping,Anzac Day (Australia and New Zealand),Thistle,Differentiation
"Chongqing, China",Dry Season,October,Points Programs (earn points for purchases),Dollar Amount Discount,In-Store Pickup,Holi (India),Tomato,Differentiation
"Istanbul, Turkey",Dry Season,October,Membership Discounts,Buy One Get One (BOGO),Freight Shipping,Easter (Global),Turquoise,Differentiation
"Buenos Aires, Argentina",Dry Season,October,Exclusive Member Sales,Bulk Purchase Discounts,Flat-Rate Shipping,Day of the Dead (Mexico),Violet,Differentiation
"Kolkata, India",Dry Season,October,"Rewards Programs (e.g., frequent flyer miles)",Limited-Time Offers,Standard Shipping,Diwali (India),Wheat,Differentiation
"Lagos, Nigeria",Dry Season,October,VIP Programs,Percentage Discount,Expedited Shipping,Ramadan (Islamic World),White,Differentiation
"Kinshasa, DR Congo",Dry Season,October,"Product Bundles (e.g., buy a laptop, get a mouse free)",Dollar Amount Discount,Overnight Shipping,Eid al-Adha (Islamic World),WhiteSmoke,Differentiation
"Manila, Philippines",Dry Season,October,"Service Packages (e.g., phone plans with free data)",Buy One Get One (BOGO),Same-Day Delivery,Thai New Year (Songkran) (Thailand),Yellow,Differentiation
"Rio de Janeiro, Brazil",Dry Season,October,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Bulk Purchase Discounts,Two-Day Shipping,Chinese Lantern Festival (China),YellowGreen,Differentiation
"Guangzhou, China",Dry Season,October,Refer a Friend Discounts,Limited-Time Offers,In-Store Pickup,Spring Festival (China),AliceBlue,Differentiation
"Lahore, Pakistan",Dry Season,October,Referral Rewards,Percentage Discount,Freight Shipping,Buddha's Birthday (Buddhist Communities),AntiqueWhite,Differentiation
"Shenzhen, China",Dry Season,October,Affiliate Programs,Dollar Amount Discount,Flat-Rate Shipping,Raksha Bandhan (India),Aqua,Differentiation
"Bangalore, India",Dry Season,October,"Percentage Off (e.g., 20% off)",Buy One Get One (BOGO),Standard Shipping,Lantern Festival (China),Aquamarine,Differentiation
"Paris, France",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Bulk Purchase Discounts,Expedited Shipping,Earth Day (Global),Azure,Differentiation
"London, UK",Dry Season,October,Buy One Get One Free (BOGO),Limited-Time Offers,Overnight Shipping,Labor Day (Global),Beige,Differentiation
"Lima, Peru",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Percentage Discount,Same-Day Delivery,Saint George's Day (England),Bisque,Differentiation
"Bangkok, Thailand",Dry Season,October,Flash Sales,Dollar Amount Discount,Two-Day Shipping,Remembrance Day (UK and Commonwealth),Black,Differentiation
"Seoul, South Korea",Dry Season,October,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Buy One Get One (BOGO),In-Store Pickup,Veterans Day (USA),BlanchedAlmond,Differentiation
"Chengdu, China",Dry Season,October,Clearance Sales,Bulk Purchase Discounts,Freight Shipping,Chuseok (South Korea),Blue,Differentiation
"Nanjing, China",Dry Season,October,Digital Coupons,Limited-Time Offers,Flat-Rate Shipping,Hanami (Japan),BlueViolet,Differentiation
"Wuhan, China",Dry Season,October,Paper Coupons,Percentage Discount,Standard Shipping,Gion Matsuri (Japan),Brown,Differentiation
"Ho Chi Minh City, Vietnam",Dry Season,October,Mobile Coupons,Dollar Amount Discount,Expedited Shipping,Obon (Japan),BurlyWood,Differentiation
"Luanda, Angola",Dry Season,October,Discount Codes,Buy One Get One (BOGO),Overnight Shipping,Sapporo Snow Festival (Japan),CadetBlue,Differentiation
"Hyderabad, India",Dry Season,October,Gift Vouchers,Bulk Purchase Discounts,Same-Day Delivery,Seollal (Korean New Year) (South Korea),Chartreuse,Differentiation
"Ahmadabad, India",Dry Season,October,Cashback Offers,Limited-Time Offers,Two-Day Shipping,Independence Day (USA),Chocolate,Differentiation
"Kuala Lumpur, Malaysia",Dry Season,October,Points Programs (earn points for purchases),Percentage Discount,In-Store Pickup,Carnaval de Barranquilla (Colombia),Coral,Differentiation
"Hong Kong, China",Dry Season,October,Membership Discounts,Dollar Amount Discount,Freight Shipping,Feria de Abril (Spain),CornflowerBlue,Differentiation
"Nairobi, Kenya",Dry Season,October,Exclusive Member Sales,Buy One Get One (BOGO),Flat-Rate Shipping,Harbin Ice Festival (China),Cornsilk,Differentiation
"Baghdad, Iraq",Dry Season,October,"Rewards Programs (e.g., frequent flyer miles)",Bulk Purchase Discounts,Standard Shipping,Winterlude (Canada),Crimson,Differentiation
"Toronto, Canada",Dry Season,October,VIP Programs,Limited-Time Offers,Expedited Shipping,Mawlid al-Nabi (Islamic World),Cyan,Differentiation
"Santiago, Chile",Dry Season,October,"Product Bundles (e.g., buy a laptop, get a mouse free)",Percentage Discount,Overnight Shipping,Diwali (India),DarkBlue,Differentiation
"Riyadh, Saudi Arabia",Dry Season,October,"Service Packages (e.g., phone plans with free data)",Dollar Amount Discount,Same-Day Delivery,Vaisakhi (Sikh Communities),DarkCyan,Differentiation
"Singapore, Singapore",Dry Season,October,"Subscription Discounts (e.g., sign up for 12 months, get 1 month free)",Buy One Get One (BOGO),Two-Day Shipping,Melbourne Cup (Australia),DarkGoldenRod,Differentiation
"Madrid, Spain",Dry Season,October,Refer a Friend Discounts,Bulk Purchase Discounts,In-Store Pickup,Sundance Film Festival (USA),DarkGray,Differentiation
"Dubai, UAE",Dry Season,October,Referral Rewards,Limited-Time Offers,Freight Shipping,Berlin International Film Festival (Germany),DarkGreen,Differentiation
"Los Angeles, USA",Dry Season,October,Affiliate Programs,Percentage Discount,Flat-Rate Shipping,Venice Film Festival (Italy),DarkKhaki,Differentiation
"Bangalore, India",Dry Season,October,"Percentage Off (e.g., 20% off)",Dollar Amount Discount,Standard Shipping,Cannes Film Festival (France),DarkMagenta,Differentiation
"Jakarta, Indonesia",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Buy One Get One (BOGO),Expedited Shipping,Holi Festival (India),DarkOliveGreen,Differentiation
"Berlin, Germany",Dry Season,October,Buy One Get One Free (BOGO),Bulk Purchase Discounts,Overnight Shipping,Jamhuri Day (Kenya),DarkOrange,Differentiation
"Rome, Italy",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Limited-Time Offers,Same-Day Delivery,Independence Day (Nigeria),DarkOrchid,Differentiation
"New York City, USA",Dry Season,October,"Percentage Off (e.g., 20% off)",Percentage Discount,Standard Shipping,New Year's Day (Global),DarkRed,Differentiation
"Los Angeles, USA",Dry Season,October,"Dollar Amount Off (e.g., $10 off)",Dollar Amount Discount,Expedited Shipping,Christmas (Global),DarkSalmon,Differentiation
"Chicago, USA",Dry Season,October,Buy One Get One Free (BOGO),Buy One Get One (BOGO),Overnight Shipping,Easter (Global),DarkSeaGreen,Differentiation
"Houston, USA",Dry Season,October,"Buy More Save More (e.g., buy 2 get 1 free)",Bulk Purchase Discounts,Same-Day Delivery,Ramadan and Eid al-Fitr (Islamic World),DarkSlateBlue,Differentiation
"Phoenix, USA",Dry Season,October,Flash Sales,Limited-Time Offers,Two-Day Shipping,Diwali (India and Hindu Communities Worldwide),DarkSlateGray,Differentiation
"Philadelphia, USA",Dry Season,October,"Seasonal Sales (e.g., Black Friday, Christmas sales)",Percentage Discount,In-Store Pickup,Chinese New Year (China and Chinese Communities Worldwide),DarkTurquoise,Differentiation
"San Antonio, USA",Dry Season,October,Clearance Sales,Dollar Amount Discount,Freight Shipping,Hanukkah (Jewish Communities Worldwide),DarkViolet,Differentiation
